sample_id,label,defect_type,category,n_sensor_rows,duration_s,n_images,const_sensor_cols,issues
02-16-23-0083-00,0,good,good_weld_5_02-16-23_Fe410,382,42.16,5,[],[]
02-16-23-0084-00,0,good,good_weld_5_02-16-23_Fe410,381,42.34,5,[],[]
02-16-23-0085-00,0,good,good_weld_5_02-16-23_Fe410,383,42.26,5,[],[]
02-16-23-0086-00,0,good,good_weld_5_02-16-23_Fe410,383,42.31,5,[],[]
02-16-23-0087-00,0,good,good_weld_5_02-16-23_Fe410,383,42.38,5,[],[]
02-16-23-0088-00,0,good,good_weld_5_02-16-23_Fe410,380,42.18,5,[],[]
02-16-23-0089-00,0,good,good_weld_5_02-16-23_Fe410,382,42.39,5,[],[]
02-16-23-0090-00,0,good,good_weld_5_02-16-23_Fe410,382,42.25,5,[],[]
02-16-23-0091-00,0,good,good_weld_5_02-16-23_Fe410,381,42.23,5,[],[]
02-16-23-0092-00,0,good,good_weld_5_02-16-23_Fe410,383,42.21,5,[],[]
02-17-23-0093-00,0,good,good_weld_5_02-16-23_Fe410,380,42.23,5,[],[]
02-17-23-0094-00,0,good,good_weld_5_02-16-23_Fe410,384,42.33,5,[],[]
02-17-23-0095-00,0,good,good_weld_5_02-16-23_Fe410,381,42.07,5,[],[]
02-17-23-0096-00,0,good,good_weld_5_02-16-23_Fe410,381,42.26,5,[],[]
02-17-23-0097-00,0,good,good_weld_5_02-16-23_Fe410,382,42.27,5,[],[]
02-17-23-0098-00,0,good,good_weld_5_02-16-23_Fe410,382,42.27,5,[],[]
02-17-23-0099-00,0,good,good_weld_5_02-16-23_Fe410,382,42.37,5,[],[]
02-17-23-0100-00,0,good,good_weld_5_02-16-23_Fe410,382,42.3,5,[],[]
09-26-22-0041-00,0,good,good_weld_5_09-26-22_plane_plate,332,36.7,5,[],[]
09-26-22-0042-00,0,good,good_weld_5_09-26-22_plane_plate,332,36.71,5,[],[]
09-26-22-0043-00,0,good,good_weld_5_09-26-22_plane_plate,335,36.79,5,[],[]
09-26-22-0044-00,0,good,good_weld_5_09-26-22_plane_plate,338,36.91,5,[],[]
09-26-22-0045-00,0,good,good_weld_5_09-26-22_plane_plate,332,36.72,5,[],[]
09-26-22-0046-00,0,good,good_weld_5_09-26-22_plane_plate,331,36.69,5,[],[]
09-26-22-0047-00,0,good,good_weld_5_09-26-22_plane_plate,331,36.72,5,[],[]
09-26-22-0048-00,0,good,good_weld_5_09-26-22_plane_plate,331,36.75,5,[],[]
09-26-22-0049-00,0,good,good_weld_5_09-26-22_plane_plate,331,36.73,5,[],[]
02-17-23-0101-00,0,good,good_weld_6_02-17-23_Fe410,381,42.14,5,[],[]
02-17-23-0102-00,0,good,good_weld_6_02-17-23_Fe410,383,42.37,5,[],[]
02-17-23-0103-00,0,good,good_weld_6_02-17-23_Fe410,382,42.3,5,[],[]
02-17-23-0104-00,0,good,good_weld_6_02-17-23_Fe410,383,42.37,5,[],[]
02-17-23-0105-00,0,good,good_weld_6_02-17-23_Fe410,382,42.29,5,[],[]
02-17-23-0106-00,0,good,good_weld_6_02-17-23_Fe410,384,42.51,5,[],[]
02-17-23-0108-00,0,good,good_weld_6_02-17-23_Fe410,383,42.4,5,[],[]
02-17-23-0109-00,0,good,good_weld_6_02-17-23_Fe410,383,42.4,5,[],[]
02-17-23-0110-00,0,good,good_weld_6_02-17-23_Fe410,382,42.3,5,[],[]
02-17-23-0111-00,0,good,good_weld_6_02-17-23_Fe410,384,42.38,5,[],[]
02-17-23-0112-00,0,good,good_weld_6_02-17-23_Fe410,382,42.26,5,[],[]
02-17-23-0114-00,0,good,good_weld_6_02-17-23_Fe410,385,42.53,5,[],[]
02-17-23-0115-00,0,good,good_weld_6_02-17-23_Fe410,383,42.29,5,[],[]
02-17-23-0116-00,0,good,good_weld_6_02-17-23_Fe410,384,42.35,5,[],[]
02-17-23-0118-00,0,good,good_weld_6_02-17-23_Fe410,382,42.33,5,[],[]
02-17-23-0119-00,0,good,good_weld_6_02-17-23_Fe410,381,42.39,5,[],[]
02-17-23-0120-00,0,good,good_weld_6_02-17-23_Fe410,380,42.1,5,[],[]
09-26-22-0061-00,0,good,good_weld_6_09-26-22_plane_plate,333,36.77,5,[],[]
09-26-22-0062-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.74,5,[],[]
09-26-22-0063-00,0,good,good_weld_6_09-26-22_plane_plate,333,36.82,5,[],[]
09-26-22-0064-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.73,5,[],[]
09-26-22-0065-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.68,5,[],[]
09-26-22-0066-00,0,good,good_weld_6_09-26-22_plane_plate,333,36.7,5,[],[]
09-26-22-0067-00,0,good,good_weld_6_09-26-22_plane_plate,330,36.72,5,[],[]
09-26-22-0068-00,0,good,good_weld_6_09-26-22_plane_plate,330,36.68,5,[],[]
09-26-22-0069-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.62,5,[],[]
09-26-22-0070-00,0,good,good_weld_6_09-26-22_plane_plate,332,36.79,5,[],[]
09-26-22-0071-00,0,good,good_weld_6_09-26-22_plane_plate,330,36.78,5,[],[]
09-26-22-0072-00,0,good,good_weld_6_09-26-22_plane_plate,333,36.7,5,[],[]
09-26-22-0073-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.77,5,[],[]
09-26-22-0074-00,0,good,good_weld_6_09-26-22_plane_plate,332,36.69,5,[],[]
09-26-22-0075-00,0,good,good_weld_6_09-26-22_plane_plate,330,36.75,5,[],[]
09-26-22-0076-00,0,good,good_weld_6_09-26-22_plane_plate,332,36.6,5,[],[]
09-26-22-0077-00,0,good,good_weld_6_09-26-22_plane_plate,330,36.68,5,[],[]
09-26-22-0078-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.67,5,[],[]
09-26-22-0079-00,0,good,good_weld_6_09-26-22_plane_plate,332,36.8,5,[],[]
09-26-22-0080-00,0,good,good_weld_6_09-26-22_plane_plate,331,36.79,5,[],[]
02-17-23-0123-00,0,good,good_weld_7_02-17-23_Fe410,385,42.5,5,[],[]
02-17-23-0125-00,0,good,good_weld_7_02-17-23_Fe410,383,42.5,5,[],[]
02-17-23-0126-00,0,good,good_weld_7_02-17-23_Fe410,382,42.25,5,[],[]
02-17-23-0128-00,0,good,good_weld_7_02-17-23_Fe410,382,42.29,5,[],[]
02-17-23-0130-00,0,good,good_weld_7_02-17-23_Fe410,383,42.39,5,[],[]
02-17-23-0131-00,0,good,good_weld_7_02-17-23_Fe410,381,42.37,5,[],[]
02-17-23-0134-00,0,good,good_weld_7_02-17-23_Fe410,382,42.23,5,[],[]
02-17-23-0135-00,0,good,good_weld_7_02-17-23_Fe410,383,42.4,5,[],[]
02-17-23-0138-00,0,good,good_weld_7_02-17-23_Fe410,383,42.5,5,[],[]
02-17-23-0140-00,0,good,good_weld_7_02-17-23_Fe410,382,42.2,5,[],[]
09-29-22-0001-00,0,good,good_weld_7_09-29-22_butt,331,36.63,5,[],[]
09-29-22-0002-00,0,good,good_weld_7_09-29-22_butt,333,36.78,5,[],[]
09-29-22-0003-00,0,good,good_weld_7_09-29-22_butt,331,36.74,5,[],[]
09-29-22-0004-00,0,good,good_weld_7_09-29-22_butt,334,36.92,5,[],[]
09-29-22-0005-00,0,good,good_weld_7_09-29-22_butt,333,36.79,5,[],[]
09-29-22-0006-00,0,good,good_weld_7_09-29-22_butt,333,36.8,5,[],[]
09-29-22-0007-00,0,good,good_weld_7_09-29-22_butt,332,36.79,5,[],[]
09-29-22-0008-00,0,good,good_weld_7_09-29-22_butt,334,36.8,5,[],[]
09-29-22-0009-00,0,good,good_weld_7_09-29-22_butt,335,36.88,5,[],[]
09-29-22-0010-00,0,good,good_weld_7_09-29-22_butt,333,36.76,5,[],[]
09-29-22-0011-00,0,good,good_weld_7_09-29-22_butt,331,36.75,5,[],[]
09-29-22-0012-00,0,good,good_weld_7_09-29-22_butt,332,36.68,5,[],[]
09-29-22-0013-00,0,good,good_weld_7_09-29-22_butt,333,36.78,5,[],[]
09-29-22-0014-00,0,good,good_weld_7_09-29-22_butt,332,36.65,5,[],[]
09-29-22-0015-00,0,good,good_weld_7_09-29-22_butt,330,36.82,5,[],[]
09-29-22-0016-00,0,good,good_weld_7_09-29-22_butt,335,36.91,5,[],[]
09-29-22-0017-00,0,good,good_weld_7_09-29-22_butt,331,36.75,5,[],[]
09-29-22-0018-00,0,good,good_weld_7_09-29-22_butt,332,36.79,5,[],[]
09-29-22-0019-00,0,good,good_weld_7_09-29-22_butt,332,36.64,5,[],[]
09-29-22-0020-00,0,good,good_weld_7_09-29-22_butt,330,36.59,5,[],[]
09-29-22-0021-00,0,good,good_weld_8_09-29-22_butt,331,36.68,5,[],[]
09-29-22-0022-00,0,good,good_weld_8_09-29-22_butt,331,36.76,5,[],[]
09-29-22-0023-00,0,good,good_weld_8_09-29-22_butt,331,36.63,5,[],[]
09-29-22-0024-00,0,good,good_weld_8_09-29-22_butt,331,36.7,5,[],[]
09-29-22-0025-00,0,good,good_weld_8_09-29-22_butt,333,36.77,5,[],[]
09-29-22-0026-00,0,good,good_weld_8_09-29-22_butt,329,36.53,5,[],[]
09-29-22-0027-00,0,good,good_weld_8_09-29-22_butt,333,36.76,5,[],[]
09-29-22-0028-00,0,good,good_weld_8_09-29-22_butt,332,36.74,5,[],[]
09-29-22-0029-00,0,good,good_weld_8_09-29-22_butt,332,36.7,5,[],[]
09-29-22-0030-00,0,good,good_weld_8_09-29-22_butt,332,36.72,5,[],[]
09-29-22-0031-00,0,good,good_weld_8_09-29-22_butt,334,36.79,5,[],[]
09-29-22-0032-00,0,good,good_weld_8_09-29-22_butt,332,36.68,5,[],[]
09-29-22-0033-00,0,good,good_weld_8_09-29-22_butt,332,36.6,5,[],[]
09-29-22-0034-00,0,good,good_weld_8_09-29-22_butt,329,36.65,5,[],[]
09-29-22-0035-00,0,good,good_weld_8_09-29-22_butt,333,36.68,5,[],[]
09-29-22-0036-00,0,good,good_weld_8_09-29-22_butt,330,36.63,5,[],[]
09-29-22-0037-00,0,good,good_weld_8_09-29-22_butt,333,36.93,5,[],[]
09-29-22-0038-00,0,good,good_weld_8_09-29-22_butt,328,36.83,5,[],[]
09-29-22-0039-00,0,good,good_weld_8_09-29-22_butt,333,36.88,5,[],[]
09-29-22-0040-00,0,good,good_weld_8_09-29-22_butt,335,36.91,5,[],[]
09-29-22-0041-00,0,good,good_weld_9_09-29-22_butt,333,36.8,5,[],[]
09-29-22-0042-00,0,good,good_weld_9_09-29-22_butt,333,36.9,5,[],[]
09-30-22-0043-00,0,good,good_weld_9_09-29-22_butt,330,36.67,5,[],[]
09-30-22-0044-00,0,good,good_weld_9_09-29-22_butt,332,36.87,5,[],[]
09-30-22-0045-00,0,good,good_weld_9_09-29-22_butt,333,36.84,5,[],[]
09-30-22-0046-00,0,good,good_weld_9_09-29-22_butt,334,36.82,5,[],[]
09-30-22-0047-00,0,good,good_weld_9_09-29-22_butt,333,36.93,5,[],[]
09-30-22-0048-00,0,good,good_weld_9_09-29-22_butt,335,36.93,5,[],[]
09-30-22-0049-00,0,good,good_weld_9_09-29-22_butt,331,36.85,5,[],[]
09-30-22-0050-00,0,good,good_weld_9_09-29-22_butt,333,36.74,5,[],[]
09-30-22-0051-00,0,good,good_weld_9_09-29-22_butt,330,36.65,5,[],[]
09-30-22-0052-00,0,good,good_weld_9_09-29-22_butt,332,36.86,5,[],[]
09-30-22-0053-00,0,good,good_weld_9_09-29-22_butt,332,36.87,5,[],[]
09-30-22-0054-00,0,good,good_weld_9_09-29-22_butt,334,36.82,5,[],[]
09-30-22-0055-00,0,good,good_weld_9_09-29-22_butt,331,36.76,5,[],[]
09-30-22-0057-00,0,good,good_weld_9_09-29-22_butt,331,36.76,5,[],[]
09-30-22-0058-00,0,good,good_weld_9_09-29-22_butt,334,36.79,5,[],[]
09-30-22-0059-00,0,good,good_weld_9_09-29-22_butt,333,36.8,5,[],[]
09-30-22-0060-00,0,good,good_weld_9_09-29-22_butt,330,36.81,5,[],[]
12-04-22-0161-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,317,35.06,5,[],[]
12-04-22-0162-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,318,35.29,5,[],[]
12-04-22-0163-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,318,35.1,5,[],[]
12-04-22-0164-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,316,35.3,5,[],[]
12-04-22-0165-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,319,35.25,5,[],[]
12-04-22-0166-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,318,35.36,5,[],[]
12-04-22-0167-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,318,35.29,5,[],[]
12-04-22-0168-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,318,35.25,5,[],[]
12-04-22-0169-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,318,35.29,5,[],[]
12-04-22-0170-02,1,burnthrough,burnthrough_weld_10_12-04-22_butt_joint,320,35.31,5,[],[]
12-06-22-0181-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,315,35.22,5,[],[]
12-06-22-0182-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,317,35.29,5,[],[]
12-06-22-0183-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,320,35.34,5,[],[]
12-06-22-0184-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,317,35.26,5,[],[]
12-06-22-0185-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,321,35.55,5,[],[]
12-06-22-0186-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,317,35.23,5,[],[]
12-06-22-0187-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,318,35.38,5,[],[]
12-06-22-0188-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,317,35.2,5,[],[]
12-06-22-0189-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,320,35.29,5,[],[]
12-06-22-0190-02,1,burnthrough,burnthrough_weld_11_12-06-22_butt_joint,320,35.3,5,[],[]
12-14-22-0201-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,331,36.81,5,[],[]
12-14-22-0202-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,332,36.91,5,[],[]
12-14-22-0203-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,333,36.83,5,[],[]
12-14-22-0204-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,329,36.56,5,[],[]
12-14-22-0205-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,332,36.75,5,[],[]
12-14-22-0206-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,335,36.99,5,[],[]
12-14-22-0207-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,332,36.89,5,[],[]
12-14-22-0208-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,333,36.84,5,[],[]
12-14-22-0209-02,1,burnthrough,burnthrough_weld_12_12-14-22_butt_joint,333,37.03,5,[],[]
12-14-22-0221-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,330,36.9,5,[],[]
12-14-22-0222-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,331,36.83,5,[],[]
12-14-22-0223-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,331,36.75,5,[],[]
12-14-22-0224-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,331,36.84,5,[],[]
12-14-22-0225-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,332,36.66,5,[],[]
12-14-22-0227-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,333,36.88,5,[],[]
12-14-22-0228-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,332,36.8,5,[],[]
12-14-22-0229-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,333,36.91,5,[],[]
12-14-22-0230-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,330,36.94,5,[],[]
12-14-22-0231-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,333,36.91,5,[],[]
12-14-22-0232-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,333,36.83,5,[],[]
12-14-22-0233-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,331,36.88,5,[],[]
12-14-22-0234-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,332,36.95,5,[],[]
12-14-22-0235-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,331,36.6,5,[],[]
12-14-22-0236-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,334,36.81,5,[],[]
12-14-22-0237-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,330,36.76,5,[],[]
12-14-22-0238-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,332,36.91,5,[],[]
12-14-22-0239-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,335,37.07,5,[],[]
12-14-22-0240-02,1,burnthrough,burnthrough_weld_13_12-14-22_butt_joint,330,36.64,5,[],[]
12-14-22-0241-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,334,36.82,5,[],[]
12-14-22-0242-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,333,36.83,5,[],[]
12-14-22-0243-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,333,36.93,5,[],[]
12-14-22-0244-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,332,36.85,5,[],[]
12-14-22-0245-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,332,36.8,5,[],[]
12-14-22-0246-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,332,36.84,5,[],[]
12-14-22-0247-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,333,36.78,5,[],[]
12-14-22-0248-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,332,36.83,5,[],[]
12-14-22-0249-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,333,36.89,5,[],[]
12-14-22-0250-02,1,burnthrough,burnthrough_weld_14_12-14-22_butt_joint,330,36.88,5,[],[]
12-28-22-0261-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,332,36.71,5,[],[]
12-28-22-0262-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,332,36.88,5,[],[]
12-28-22-0263-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,333,36.88,5,[],[]
12-28-22-0264-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,334,36.99,5,[],[]
12-28-22-0265-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,332,36.79,5,[],[]
12-28-22-0266-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,334,36.92,5,[],[]
12-28-22-0267-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,333,36.85,5,[],[]
12-28-22-0268-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,334,37.03,5,[],[]
12-28-22-0269-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,335,36.97,5,[],[]
12-28-22-0270-02,1,burnthrough,burnthrough_weld_15_12-28-22_butt_joint_BSK46,333,36.91,5,[],[]
12-28-22-0281-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,336,36.94,5,[],[]
12-28-22-0282-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,333,36.96,5,[],[]
12-28-22-0283-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,335,37.04,5,[],[]
12-28-22-0284-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,333,36.96,5,[],[]
12-28-22-0285-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,334,36.87,5,[],[]
12-28-22-0286-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,333,36.76,5,[],[]
12-28-22-0287-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,333,36.76,5,[],[]
12-28-22-0288-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,335,36.98,5,[],[]
12-28-22-0289-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,333,36.83,5,[],[]
12-28-22-0290-02,1,burnthrough,burnthrough_weld_16_12-28-22_butt_joint_BSK46,334,36.98,5,[],[]
09-09-22-0001-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,349,39.05,5,[],[]
09-09-22-0002-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,352,39.23,5,[],[]
09-09-22-0003-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,353,39.08,5,[],[]
09-09-22-0004-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,353,39.06,5,[],[]
09-09-22-0005-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,353,39.06,5,[],[]
09-09-22-0007-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,352,39.13,5,[],[]
09-09-22-0008-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,351,39.28,5,[],[]
09-09-22-0009-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,354,39.2,5,[],[]
09-09-22-0010-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,355,39.25,5,[],[]
09-09-22-0011-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,355,39.23,5,[],[]
09-09-22-0012-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,346,39.48,5,[],[]
09-09-22-0013-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,321,39.27,5,[],[]
09-09-22-0014-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,352,39.15,5,[],[]
09-09-22-0015-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,352,39.06,5,[],[]
09-09-22-0016-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,354,39.26,5,[],[]
09-09-22-0017-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,354,39.13,5,[],[]
09-09-22-0018-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,354,39.26,5,[],[]
09-09-22-0019-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,354,39.27,5,[],[]
09-09-22-0020-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,353,39.1,5,[],[]
09-12-22-0006-02,1,burnthrough,burnthrough_weld_1_09_09_2022_butt_joint,353,39.12,5,[],[]
10-11-22-0001-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,328,36.55,5,[],[]
10-11-22-0002-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,332,36.64,5,[],[]
10-11-22-0004-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,635,188.34,5,[],[]
10-11-22-0005-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,319,35.18,5,[],[]
10-11-22-0006-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,317,35.17,5,[],[]
10-11-22-0007-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,318,35.05,5,[],[]
10-11-22-0008-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,319,35.23,5,[],[]
10-11-22-0009-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,317,35.19,5,[],[]
10-11-22-0010-02,1,burnthrough,burnthrough_weld_2_10-11-22_Butt_Joint,319,35.19,5,[],[]
10-11-22-0021-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,320,35.36,5,[],[]
10-11-22-0022-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,318,35.18,5,[],[]
10-11-22-0024-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,319,35.16,5,[],[]
10-11-22-0025-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,319,35.21,5,[],[]
10-11-22-0026-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,319,35.22,5,[],[]
10-11-22-0027-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,319,35.28,5,[],[]
10-11-22-0028-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,319,35.25,5,[],[]
10-11-22-0029-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,319,35.26,5,[],[]
10-11-22-0030-02,1,burnthrough,burnthrough_weld_3_10-11-22_Butt_Joint,318,35.2,5,[],[]
10-15-22-0041-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,316,35.13,5,[],[]
10-15-22-0042-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,318,35.05,5,[],[]
10-15-22-0043-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,319,35.37,5,[],[]
10-15-22-0044-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,317,35.12,5,[],[]
10-15-22-0045-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,318,35.22,5,[],[]
10-15-22-0046-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,316,35.15,5,[],[]
10-15-22-0047-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,316,35.1,5,[],[]
10-15-22-0048-02,1,burnthrough,burnthrough_weld_4_10-15-22_Butt_Joint,318,35.31,5,[],[]
10-16-22-0061-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,315,35.19,5,[],[]
10-16-22-0062-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,316,35.23,5,[],[]
10-16-22-0063-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,319,35.21,5,[],[]
10-16-22-0064-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,315,35.14,5,[],[]
10-16-22-0065-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,316,35.02,5,[],[]
10-16-22-0066-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,314,35.16,5,[],[]
10-16-22-0067-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,314,35.06,5,[],[]
10-16-22-0068-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,316,35.2,5,[],[]
10-16-22-0069-02,1,burnthrough,burnthrough_weld_5_10-16-22_Butt_Joint,314,35.11,5,[],[]
12-04-22-0081-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,315,35.1,5,[],[]
12-04-22-0082-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,316,35.3,5,[],[]
12-04-22-0083-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,319,35.26,5,[],[]
12-04-22-0084-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,318,35.35,5,[],[]
12-04-22-0085-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,320,35.45,5,[],[]
12-04-22-0086-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,320,35.37,5,[],[]
12-04-22-0087-02,1,burnthrough,burnthrough_weld_6_12-04-22_butt_joint,319,35.42,5,[],[]
